id;id_catena;nome;id_comune;indirizzo;id_capo_equipe
489;179;Ard Discount;87004;VIALE LEONARDO DA VINCI 69;312
490;33;Carrefour Express;87006;Via Asiago;315
491;45;Conad;87006;VIALE STATUTO DEI LAVORATORI 13;315
492;45;Conad;87006;VIA CAPPUCCINI 18;315
493;211;Todis;87006;C.DA NAVICCIA;315
494;179;Ard Discount;87006;VIA PASTORE 8/12;315
495;33;Carrefour Market;87007;VIA VITTORIO EMANUELE 210;316
496;45;Conad;87007;VIA XIV TRAVERSA 4;317
497;45;Conad;87007;VIA VITTORIO EMANUELE II 29;318
498;127;MD;87007;PIAZZA DANTE 10;319
499;179;Ard Discount;87007;CONTRADA TIMPA MAGNA;320
500;179;Ard Discount;87007;VIA FIUME 116;317
501;179;Ard Discount;87007;VIA VALCORRENTE 6;321
502;45;Todis;87007;Via Roma 12;317
503;179;IPERFAMILA;87007;CONTRADA VALCORRENTE 6;322
504;82;EUROSPIN;87007;C/da Pantano;323
505;33;Carrefour Market;87008;VIA ARTI E MESTIERI 10;324
506;45;Conad;87008;VIA DEI FIORI 54;324
507;45;Conad;87008;viale dei fiori sn;324
508;74;Despar;87008;VIA VITTORIO EMANUELE 580;325
509;82;Eurospin;87008;VIA DEI PINI;325
510;179; A&O;87008;VIA FALLICA 82;324
511;82;Eurospin;87009;VIA GENERALE AMEGLIO 1;326
512;127;MD;87009;VIALE CATANIA 28;327
513;179; A&O;87009;VIA ANTONELLO GRASSIA 33;328
514;179;Ard;87010;VIA GARIBALDI 177;329
515;110; Superstore Sidis;87011;VIALE EUROPA;330
516;110;Maxisidis;87011;VIA MADONNA DELLA VIA 178;331
517;110;Maxisidis;87011;VIALE SICILIA;332
518;82;Eurospin;87011;Via Manfredi Modica, ang. Via Parini snc;333
519;36;MERCATINO ALIMENTARE;87011;VIALE SICILIA, 7;334
520;36;MERCATINO ALIMENTARE;87011;VIA FISICARA, 4;335
521;111;Punto SMA;87015;VIALE MARIO RAPISARDI 244;336
522;30;SPACCIO ALIMENTARE;87015;VIALE MARIO RAPISARDI 123;337
523;110;Maxisidis;87015;VIA G. D'ANNUNZIO 119;338
524;110;Sidis;87015;CORSO ITALIA 282;339
525;33;Carrefour Express;87015;VIA POLA 2A 2B;340
526;33;Carrefour Express;87015;VIA LAVAGGI 30;341
527;33;Carrefour Market;87015;PIAZZA CAVOUR 32 E;342
528;45;Conad;87015;VIA CARLO FORLANINI 112/A;343
529;45;Conad;87015;Via Lessona 16;344
530;45;Conad;87015;VIA PACINOTTI 30/32;345
531;45;Conad;87015;VIA SCANNAPIECO VINCENZO 5;346
532;45;Conad;87015;VIA TORINO 41/43;347
533;74;Despar;87015;Largo Pascoli 8;348
534;74;Despar;87015;VIA CIBELE 84A;349
535;74;Despar;87015;Via Pantano 32;350
536;82;Eurospin;87015;CORSO INDIPENDENZA 83;351
537;82;Eurospin;87015;VIA GELSO BIANCO 32;352
538;82;Eurospin;87015;VIA LUIGI STURZO 2 6;353
539;111;Auchan;87015;STRADALE GELSO BIANCO;354
540;111;TOCAL;87015;VIA MATTEO RENATO IMBRIANI 224/A;355
541;111;Simply;87015;VIA ORTO LIMONI 44A;356
542;111;Simply;87015;VIA SIENA 16;357
543;111;Simply;87015;VIA UMBERTO 303C;358
544;111;Ipersimply;87015;VIA ACICASTELLO 17;359
545;111;Punto Sma;87015;CORSO SICILIA 50;360
546;111;Punto SMA;87015;VIA ANDRONE 2;361
547;111;Punto Sma;87015;VIA LEOPARDI 70;362
548;111;Punto SMA;87015;VIA MILANO 54;363
549;111;Punto Sma;87015;VIA PATANE' ROMEO CARMELO 26;364
550;111;Punto SMA;87015;VIA VITTORIO VENETO 161 H;365
551;111;Simply;87015;VIA FABIO FILZI 8;366
552;111;Simply Sma;87015;VIA SAVERIO FIDUCIA 29;367
553;126;LiDL;87015;CORSO INDIPENDENZA 76;368
554;45;Conad;87015;VIA PUGLIA 66/68;369
555;179;Ard;87015;VIA DUCA DEGLI ABRUZZI;370
556;179;Ard;87015;VIA FRANCESCO FUSCO 11/A-B-C;371
557;179;Ard;87015;VIALE M. RAPISARDI 727;372
558;179;Ard;87015;VIA TESEO 1;373
559;179;Ard Disconut;87015;VIA ACQUICELLA PORTO 20;374
560;179;Ard Disconut;87015;VIA CONTE DI TORINO 18;375
561;179;ard;87015;Via Agrigento 10;376
562;179;Iper Famila;87015;VIA SEBASTIANO CATANIA 312;377
563;179;Super A&O;87015;VIA POLA 37;378
564;179;Super A&O;87015;VIALE ULISSE 13;347
565;179;Super A&O;87015;VIALE VITTORIO VENETO 60;379
566;189;Sigma;87015;CORSO INDIPENDENZA 55;380
567;127;MD;87015;VIA ADAMO;381
568;127;MD;87015;Via De Caro, 52;382
569;189;MERCATI ALIMENTARI;87015;Via del Rotolo 48;383
570;82;Eurospin;87015;PIAZZA VITO MAR NICOLOSI 16/18;384
571;179;Ard;87015;Viale Librino 15;385
572;32;Carcere;87015;Carcere piazza lanza;386
573;179;Famila;87015;Via Tevere 1;387
574;175;MERCATINO ALIMENTARE;87016;VIA MARCONI 1;388
575;179; A&O;87016;VIA BELLINI 10;389
576;126;LiDL;87016;Via Regina Del Cielo 8;390
577;45;Conad;87017;CORSO LOMBARDIA;391
578;82;Eurospin;87017;VIA DON LUIGI STURZO 37;392
579;126;LiDL;87017;CORSO MESSINA;393
580;158;PAM;87017;CORSO DELLE PROVINCE 96;394
581;158;PAM;87017;VIALE LIBERTA 43/47;395
582;179;Ard;87017;VIALE DELLE PROVINCIE 70;396
583;179;Famila Superstore;87017;SS 37 25;397
584;110;Sidis;87017;VIA PELLICO 1;398
585;110;Sidis;87017;Viale Libertà;399
586;161;Penny Market;87017;CORSO EUROPA;400
587;179;Ard;87017;Via Ruggero I 65;401
588;82;Eurospin;87018;VIA MADONNA DEL PIANO 51;402
589;189;Sigma;87018;SS 124;403
590;95;fortè;87017;VIALE DELLE PROVINCIE 74;396
591;45;Conad;87019;Via Gramsci 118;404
592;74;Despar;87019;Via Valle Allegra sn;405
593;179;Ard;87019;VIA ETNEA 18;406
594;179;Ard;87019;Via Marinetti 16;407
595;179;Ard;87019;VIA PUCCINI 7;408
596;45;Conad;87021;V. Terremorte Km206600;409
597;74;Despar;87021;Via F.Messina 60;410
598;119;ipercoop;87019;via salvatore quasimodo 1;411
599;113;Supermercati PAL;87021;PIAZZA GIARDINO 1;412
600;95;fortè;87023;SS 14 ORIENTALE SICULA 13/A;413
601;179; A&O;87023;VIA SICULO ORIENTALE 66;414
602;74;Despar;87024;PIAZZA CARLO ALBERTO DALLA CHIESA;415
603;111;Simply Sma;87024;VIA SALVATORE GIUFFRIDA 451;416
604;127;MD;87028;Corso Sicilia, s.n.c.;417
605;179;Ard Discount;87024;VIA TREMESTIERI 11 A;418
606;127;MD;87024;VIA PULEI 37;419
607;189;Sigma;87056;VIA CARLO LINNEO 45;420
608;189;Sigma;87025;VIA REGINA MARGHERITA 19B;421
609;82;Eurospin;87029;VIA LEOPOLDO FRANCHETTI 2/4;422
610;111;Auchan;87029;VIA ZINIRCO;423
611;126;LiDL;87029;VIA FELICE FONTANA 26;424
612;192;Sisa;87029;VIA MILANO 64;425
613;74;Despar;87029;VIA S NICOLO 289;426
614;179;Ard Più;87029;CORSO CARLO MARX 94;427
615;127;MD;87031;Via Scalonazzo, 1;428
616;189;Sigma;87029;VIA BOLOGNA   ;429
617;127;MD;87029;Via Zenia, 11;430
618;37;Ard Discount;87029;VIA KENNEDY 80;431
619;127;MD;87029;Via Alessandro Volta, 22;432
620;110;sidis;87029;via felice fontana 38;433
621;33;Carrefour Market;87031;VIA DELLA QUERCIA 18;434
622;74;Despar;87031;Via Cristoforo Colombo 60;435
623;33;Carrefour Express;89037;Via Petrarca 57;436
624;74;Despar;89037;VIA BALATELLE 63;437
625;74;Despar;89037;VIA CESAREA/C.DA TRE FONTANE;438
626;82;Eurospin;89037;VIA DEI CORALLI;439
627;127;MD;89037;VIA DEI PLATANI 40/60;440
628;179; A&O;89037;CORSO ITALIA 102;441
629;179; A&O;89037;VIA SARDEGNA 54;442
630;179;Ard;89037;VIA DELLE ZAGARE;443
631;192;Sisa;89037;PIAZZALE CIVILTA' DEL LAVORO 23;444
632;74;Despar;89037;Via Estonia 12;445
633;192;Sisa;89037;Via Bari 142;446
634;18;ard;89037;PIAZZA VITTORIO VENETO 11/13;447
635;192;Sisa;89037;PIAZZA VITTORIO VENETO 53;448
636;18;ard;89037;via pietro lupo 84;449
637;134;MAX SUPERMERCATI;89037;via fiume;450
638;107;GOOD MARKET;89037;VIA XIV LUGLIO;447
639;134;MAX SUPERMERCATI;89037;via emanuele bellia 262;451
640;192;sisa;89037;VIA MONDELLO 2 6;452
641;74;Despar;87034;VIA EUGENIO MONTALE 7;453
642;127;MD;87034;VIA ETNEA 182A;454
643;179;Ard;87034;VIA G. VERGA 20/22;455
644;45;Conad;87034;Via Rimembranze 59;456
645;74;Despar;87034;VIA PAPA GIOVANNI XXIII 1/A;457
646;74;Despar;87058;Via Paternò 42;458
647;82;Eurospin;87037;CONTRADA SANTA CROCE CALCARE;459
648;179;A&O;87037;VIA OVIDIO SN;460
649;18;ARD DISCOUNT;87037;via Catania 15;460
650;126;LiDL;87038;CONTRADA CAMPO RE SS 120 SNC;461
651;179; A&O;87038;VIA NENNI PIETRO 16;462
652;45;Conad;87038;Via Angelo Musco;461
653;82;Eurospin;87038;Viale Europa, 2/4/6 ;461
654;82;Eurospin;87039;VIA MATTARELLA 46/56;463
655;45;Despar;87039;VIA ETNA 124/B;464
656;111;Ipersimply;87039;C.da Rovettazzo s.s. 114;465
657;158;PAM;87039;P.za Commercio 18;466
658;82;Eurospin;87042;VIALE EUROPA 45;467
659;179; A&O;87042;VIA MORGIONE 47;468
660;127;MD;87042;Via Sgroppillo, 19;469
661;95;fortè;87039;VIA COLOMBO 31;470
662;82;EUROSPIN;87041;Via Morgioni snc ;471
663;179;Ard discount;87038;c/da campo re;461
664;110;Superstore Sidis;87045;Via Balatelle 7;472
665;30;SPACCIO ALIMENTARE;87041;VIA FISICHELLI 15;473
666;110;Non solo cash;87041;Viale della Regione 71;474
667;126;LiDL;87041;Via Giovanni Caboto (Le Zagare);475
668;45;Conad;87047;CDA MANCUSO SOTTANA;476
669;158;PAM;87048;VIA MAZZINI 61;477
670;95;FORTE DISCOUNT;87047;VIA VITTORIO EMANUELE 38;476
671;45;CONAD;87047;VIA ALDO MORO;476
672;45;conad city;87048;via umberto 16;477
673;82;Eurospin;87049;CONTRADA GAGLIOLA;478
674;127;MD;87049;VIA GIACOMO MATTEOTTI 6/8;479
675;74;Despar;87049;Vua Bellini;478
676;189;Sigma;87049;VIA TENENTE DE CRISTOFARO 40;478
677;192;Sisa;87049;VIA DON STURZO 18A;478
678;111;Simply;87050;PIAZZA SANT'ALFIO 5 7 8;480
679;158;PAM;87050;VIA MARTIRI DI VIA FANI 1;481
680;179;Ard;87050;VIA MICHELANGELO BUONARROTI;481
681;33;Carrefour Exprerss;87050;C.so Europa 66;481
682;110;Superstore Sidis;87051;Via Carnazza 77;482
683;111;Simply;87051;PIAZZA TIVOLI 27;483
684;179;Ard;87051;VIA ROMA 66;484
685;45;conad city;87051;via guglielmino 62;484
686;192;Sisa;87053;Via Garibaldi 276;485
687;158;PAM;87055;VIA DELLO SPORT 1;486
688;179;Ard;87055;Via Nipitelli  13;486
689;57;Coop;87055;Via Nipitelli  1;486
690;127;MD;87055;via DE GASPERI;486
691;78;sr;87055;piazza della regione;486
692;95;Fortè;87058;via paternò 66;476
693;135;MAXI;87047;via adelaide bruno alessi;487
694;20;ardis;87047;via borsellino ;487
695;151;Mini Market 1991;87047;via Vitt. Emanuele 278;487
696;95;fortè;87015;via cifali;488
697;95;fortè;87015;via crispi;489
698;62;despar;87015;via gorizia;490
699;30;SPACCIO ALIMENTARE;87029;c/da cubba tenutella c/o c.c. Centro Sicilia;491
700;125;SISA;87013;giumarra;492
701;57;Ipercoop;87041;Le Zagare;493
702;57;Coop;87041;VIA FISICHELLI 15;494
703;57;Ipercoop;87009;via Pergolesi c/o c.c. Le Drupe;495
704;57;Ipercoop;87051;c.c. Le ginestre;484
705;158;PAM;84001;via regione siciliana;
706;157;Paghi Poco;84001;via Unita Italia;
707;82;Eurospin;84001; c/da San Michele;
708;14;ARD;84001;Quadrivio Spinasanta;
709;33;Carrefour;84001; via Caruso Lanza;
710;85;EX Randisi;84001;;
711;161;Penny Market;84001; via F.Crispi;
712;38;Centesimo;84001;viale l. sciacca;
713;45;conad;84001;viale l. sciacca;
714;14;ARD;84001;viale cannatello;
715;127;MD discount;84001;viale cannatello;
716;38;Centesimo;84001;viale cannatello;
717;167;R7;84001;viale cannatello;
718;45;conad;84001;via fosse ardeatine;
719;82;Eurospin;84001;via fosse ardeatine;
